"Occupation.Class","Sex","Age.Class","Education","Marital.Status","Income.Group","Need.help.making.financial.decisions","Do.not.like.to.be.in.debt.at.anytime","Feel.satistifed.when.I.get.a.really.good.deal","Like.to.buy.products.with.prestigious.brand.names","Always.try.to.buy.things.on.sale","Once.find.brand.that.satistifies..don.t.experiment","Confident.will.have.enough.money.to.retire","Have.life.insurance"
"","Male","13-19","Some high school","Single","Medium high","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","No"
"Executives/Professionals","Male","40-49","Some high school","Married","Medium high","Disagree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Yes"
"Blue Collar","Female","20-29","Some high school","Married","Medium high","Disagree Slightly","Agree Slightly","Agree Slightly","Disagree Slightly","Agree Slightly","Disagree Slightly","Disagree Slightly","Yes"
"Blue Collar","Male","20-29","Some high school","Living together","High","Agree Slightly","Disagree Slightly","Neither Agree nor Disagree","Agree Strongly","Disagree Slightly","Agree Slightly","Agree Slightly","Yes"
"","Male","30-39","Some high school","Married","Low","Agree Strongly","Agree Strongly","Agree Strongly","Agree Slightly","Agree Slightly","Disagree Slightly","Disagree Strongly","No"
"","Female","20-29","Some high school","Single","Medium low","Disagree Slightly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","No"
"White Collar","Female","40-49","College","Married","High","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree Slightly","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"Blue Collar","Male","50-59","Some high school","Married","Medium low","Disagree Strongly","Disagree Strongly","Agree Strongly","Agree Slightly","Agree Strongly","Agree Strongly","Agree Slightly","Yes"
"White Collar","Female","30-39","College","Separated, divorced","Medium high","Agree Strongly","Agree Strongly","Agree Strongly","Disagree Slightly","Neither Agree nor Disagree","Agree Strongly","Disagree Slightly","Yes"
"","Female","13-19","Some high school","Single","Medium high","Disagree Slightly","Disagree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Disagree Slightly","No"
"White Collar","Female","30-39","College","Married","Medium high","Agree Slightly","Agree Strongly","Agree Strongly","Neither Agree nor Disagree","Disagree Slightly","Neither Agree nor Disagree","Agree Slightly","Yes"
"White Collar","Female","50-59","Some high school","Married","Medium low","Disagree Slightly","Agree Strongly","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Disagree Strongly","Yes"
"","Female","13-19","Some high school","Single","Medium high","Disagree Strongly","Disagree Strongly","Agree Strongly","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","No"
"","Female","30-39","Some high school","Living together","Low","Disagree Slightly","Disagree Slightly","Agree Slightly","Disagree Slightly","Agree Slightly","Agree Slightly","Disagree Strongly","No"
"","Female","30-39","Some high school","Separated, divorced","Low","Disagree Strongly","Agree Strongly","Agree Strongly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Yes"
"","Female","20-29","Some high school","Married","Low","Agree Strongly","Agree Strongly","Agree Strongly","Disagree Strongly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","No"
"","Female","13-19","Some high school","Single","Low","Agree Slightly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Disagree Strongly","No"
"","Female","20-29","Some high school","Living together","Medium high","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Strongly","No"
"","Male","30-39","Some high school","Married","Low","Disagree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree Slightly","Agree Strongly","Neither Agree nor Disagree","Disagree Slightly","No"
"White Collar","Male","20-29","Some high school","Single","Low","Agree Strongly","Agree Strongly","Agree Slightly","Agree Slightly","Agree Strongly","Agree Slightly","Agree Slightly","Yes"
"","Male","13-19","Some high school","Single","Low","Disagree Slightly","Neither Agree nor Disagree","Disagree Strongly","Disagree Slightly","Neither Agree nor Disagree","Agree Slightly","Disagree Slightly","No"
"Executives/Professionals","Male","30-39","Some high school","Living together","High","Disagree Strongly","Disagree Slightly","Neither Agree nor Disagree","Disagree Slightly","Disagree Slightly","Agree Slightly","Disagree Slightly","Yes"
"","Male","20-29","Some high school","Single","Low","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Disagree Slightly","Disagree Strongly","No"
"Blue Collar","Male","30-39","Some high school","Single","High","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Yes"
"Blue Collar","Male","50-59","Some high school","Married","High","Disagree Slightly","Disagree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","Neither Agree nor Disagree","Yes"
"White Collar","Male","30-39","Some high school","Married","Medium high","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"","Female","40-49","Some high school","Separated, divorced","Medium low","Disagree Strongly","Agree Slightly","Agree Strongly","Disagree Slightly","Agree Strongly","Neither Agree nor Disagree","Disagree Strongly","Yes"
"","Female","40-49","Some high school","Married","Medium low","Neither Agree nor Disagree","Agree Strongly","Disagree Slightly","Disagree Strongly","Agree Slightly","Agree Strongly","Agree Strongly","Yes"
"White Collar","Female","20-29","Some high school","Living together","Medium low","Agree Slightly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Strongly","Disagree Slightly","No"
"White Collar","Male","40-49","Some high school","Single","Low","Neither Agree nor Disagree","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Yes"
"White Collar","Female","50-59","Some high school","Married","High","Disagree Strongly","Disagree Slightly","Agree Strongly","Disagree Strongly","Agree Strongly","Disagree Slightly","Agree Slightly","Yes"
"White Collar","Male","40-49","Some high school","Single","Medium low","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Strongly","Agree Strongly","No"
"","Male","13-19","Some high school","Single","Medium low","Agree Slightly","Agree Strongly","Agree Strongly","Agree Strongly","Agree Strongly","Disagree Slightly","Disagree Strongly","No"
"Blue Collar","Male","40-49","Some high school","Married","Medium low","Neither Agree nor Disagree","Agree Strongly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","No"
"","Female","20-29","Some high school","Single","Low","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Agree Strongly","Disagree Slightly","Disagree Strongly","No"
"","Male","40-49","College","Married","Low","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Strongly","Disagree Slightly","Disagree Strongly","No"
"White Collar","Male","30-39","College","Single","Medium low","Disagree Strongly","Disagree Strongly","Neither Agree nor Disagree","Agree Slightly","Disagree Strongly","Agree Slightly","Disagree Strongly","No"
"Blue Collar","Male","30-39","Some high school","Single","Low","Disagree Strongly","Agree Strongly","Neither Agree nor Disagree","Disagree Strongly","Agree Strongly","Disagree Strongly","Agree Slightly","No"
"Blue Collar","Male","40-49","Some high school","Married","Low","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree Slightly","No"
"Blue Collar","Female","30-39","Some high school","Married","Medium low","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Disagree Slightly","Agree Slightly","Neither Agree nor Disagree","No"
"White Collar","Female","40-49","Some high school","Married","Medium low","Disagree Strongly","Disagree Strongly","Agree Strongly","Agree Slightly","Agree Strongly","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"White Collar","Male","20-29","Some high school","Single","High","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","No"
"White Collar","Male","50-59","Some high school","Married","High","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Yes"
"","Female","40-49","Some high school","Married","Low","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","Agree Slightly","Agree Slightly","Disagree Slightly","No"
"Blue Collar","Female","20-29","College","Single","Medium high","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Agree Strongly","Disagree Slightly","Disagree Strongly","Neither Agree nor Disagree","No"
"Blue Collar","Male","40-49","Some high school","Married","High","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Strongly","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree Slightly","Disagree Strongly","Yes"
"White Collar","Male","20-29","Some high school","Single","High","Neither Agree nor Disagree","Disagree Slightly","Neither Agree nor Disagree","Agree Slightly","Disagree Slightly","Disagree Slightly","Agree Slightly","No"
"Blue Collar","Male","50-59","Some high school","Married","Medium low","Neither Agree nor Disagree","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree Slightly","Yes"
"Executives/Professionals","Male","30-39","College","Single","High","Disagree Strongly","Agree Slightly","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","Agree Slightly","Yes"
"","Female","60+","Some high school","Separated, divorced","Medium low","Disagree Slightly","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Disagree Strongly","No"
"Blue Collar","Female","40-49","Some high school","Married","Medium low","Agree Strongly","Agree Strongly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Strongly","Agree Strongly","Disagree Slightly","Yes"
"White Collar","Male","20-29","Some high school","Living together","Medium low","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"Blue Collar","Female","20-29","Some high school","Single","High","Agree Slightly","Agree Slightly","Agree Strongly","Disagree Slightly","Agree Strongly","Disagree Slightly","Neither Agree nor Disagree","Yes"
"Blue Collar","Female","20-29","Some high school","Living together","Medium low","Neither Agree nor Disagree","Agree Strongly","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"Executives/Professionals","Male","40-49","College","Living together","High","Agree Slightly","Disagree Slightly","Agree Slightly","Agree Slightly","Agree Slightly","Disagree Slightly","Neither Agree nor Disagree","Yes"
"Executives/Professionals","Female","20-29","Post-graduate","Single","Medium high","Disagree Slightly","Neither Agree nor Disagree","Agree Strongly","Disagree Slightly","Agree Slightly","Disagree Slightly","Agree Slightly","No"
"White Collar","Female","50-59","Some high school","Married","High","Disagree Strongly","Agree Slightly","Agree Strongly","Agree Strongly","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree Slightly","Yes"
"Blue Collar","Male","30-39","Some high school","Married","Medium high","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
"","Female","30-39","Some high school","Living together","Medium low","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Agree Slightly","Agree Slightly","Disagree Slightly","No"
"White Collar","Male","30-39","Some high school","Married","High","Agree Slightly","Neither Agree nor Disagree","Agree Slightly","Agree Slightly","Neither Agree nor Disagree","Disagree Slightly","Neither Agree nor Disagree","No"
"","Female","40-49","Some high school","Living together","Medium low","Agree Strongly","Neither Agree nor Disagree","Agree Strongly","Neither Agree nor Disagree","Agree Strongly","Disagree Strongly","Disagree Strongly","No"
